Licence_Number,NEB_Pipeline_Indicator,Segment_Line_Number,Licence_Line_Number,Pipeline_Licence_Segment_Id,Company_Name,BA_Code,Pipeline_Specification_Id,Segment_Length,Segment_Status,Segment_From_Facility,From_Location,Segment_To_Facility,To_Location,H2S_Release_Volume,H2S_Release_Level,H2S_Content,Pipe_Technical_Standard,Pipe_Outside_Diameter,Pipe_Type,Pipe_Wall_Thickness,Pipe_Grade,Pipe_Material,Pipe_Max_Operating_Pressure,Pipe_Stress_Level,Pipe_Joint_Method,Pipe_Internal_Protection,Field_Centre,Bidirectional_Pipeline_Ind,HDD_Bored_Ind,Liner_Grade,Liner_Type,Pipeline_External_Protection,Pipeline_Environment,Pipeline_Class_Location,Substance 1,Substance 2,Substance 3,Original_Licence_Number,Original_Pipe_Specification_Id,Original_Segment_Line_Number,Licence_Approval_Date,Original_Licence_Issue_Date,Permit_Approval_Date,Permit_Expiry_Date,Last_Occurrence_Year,Above_Ground_Pipeline
32789,N,163,32789-163,320878,Canadian Natural Resources Limited,0HE9,27,0.05,Removed,Blind End,10-23-016-13W4,Blind End,10-23-016-13W4,,,0,Z662,114.3,5L,2.77,B,Steel,0,0,Zap-Lok,Uncoated,Medicine Hat,,,,,,,,Natural Gas,,,08663,,182,,,2013-07-11 11:45:00,2009-04-20 00:00:00,1992,
32789,N,156,32789-156,319988,Canadian Natural Resources Limited,0HE9,14,0.07,Removed,Blind End,11-22-016-13W4,Blind End,06-22-016-13W4,,,0,Z662,88.9,5LX,2.11,X42,Steel,0,0,Zap-Lok,Uncoated,Medicine Hat,,,,,,,,Natural Gas,,,8663,,210,,1998-05-06 00:00:00,2013-04-22 15:48:00,1998-11-06 00:00:00,1979,
3806,N,76,3806-76,10680,Cor4 Oil Corp.,A6Y2,3,0.04,Operating,Well,08-18-020-10W4,Pipeline,08-18-020-10W4,,,0, ,60.3,5LX,3.18,X42,Steel,1750,6,Welded,Uncoated,Medicine Hat,,,,,,,,Natural Gas,,,3806,,76,1982-09-02 00:00:00,,2006-06-21 00:00:00,2006-11-10 00:00:00,1982,
33081,N,6,33081-6,320937,Canadian Natural Resources Limited,0HE9,3,0.43,Removed,Blind End,10-01-054-11W4,Blind End,16-01-054-11W4,,,0,Z662,114.3,Z245.1,3.2,2901,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Natural Gas,,,30161,,1,,1997-03-17 00:00:00,2013-07-15 15:18:00,1999-07-28 00:00:00,1999,
33081,N,3,33081-3,166371,Canadian Natural Resources Limited,0HE9,1,0.01,Operating,Well,07-03-054-11W4,Compressor Station,07-03-054-11W4,,,0,Z662,88.9,A333,7.62,6,Steel,9930,24,Welded,Uncoated,Wainwright,,,,,,,,Natural Gas,,,30161,,1,,1997-03-17 00:00:00,1999-07-28 00:00:00,1999-07-28 00:00:00,1999,
32543,N,9,32543-9,164792,Pine Cliff Energy Ltd.,A1GR,12,0.09,Removed,Blind End,13-19-008-03W4,Blind End,13-19-008-03W4,,,0, ,88.9,Z245.1,3.2,2901,Steel,0,0,Zap-Lok,Uncoated,Medicine Hat,,,,,,,,Natural Gas,,,32543,,9,2000-05-05 00:00:00,1999-10-26 00:00:00,2012-08-24 08:04:00,2000-05-05 00:00:00,2000,
3330,N,2,3330-2,9438,ARC Resources Ltd.,0G30,4,0.2,Removed,Blind End,16-07-049-08W5,Blind End,16-07-049-08W5,,,0,Z662,60.3,5L,3.91,B,Steel,0,0,Welded,Uncoated,Drayton Valley,,,,,,,,Salt Water,,,3330,,2,1991-01-18 00:00:00,,2015-03-09 13:51:00,,1991,
3330,N,16,3330-16,316513,ARC Resources Ltd.,0G30,7,0.17,Removed,Blind End,12-05-049-08W5,Blind End,06-05-049-08W5,,,0,Z662,88.9,5L,4.78,B,Steel,0,0,Welded,Uncoated,Drayton Valley,,,,,,,,Salt Water,,,3330,7,16,,2012-09-19 15:25:00,2012-09-20 11:29:00,2013-09-19 00:00:00,2012,
3806,N,78,3806-78,10681,Cor4 Oil Corp.,A6Y2,3,0.04,Operating,Well,14-18-020-10W4,Pipeline,14-18-020-10W4,,,0, ,60.3,5LX,3.18,X42,Steel,1750,6,Welded,Uncoated,Medicine Hat,,,,,,,,Natural Gas,,,3806,,78,1982-09-02 00:00:00,,2006-06-21 00:00:00,2006-11-10 00:00:00,1982,
3146,N,23,3146-23,330747,Pine Cliff Energy Ltd.,A1GR,6,0.07,Removed,Blind End,11-27-013-01W4,Blind End,11-27-013-01W4,,,0,Z662,114.3,5L,4.78,B,Steel,1380,7,Welded,Uncoated,Medicine Hat,,,,,,,,Natural Gas,,,3146,,10,2006-09-08 00:00:00,,2015-03-25 14:25:00,,1961,
33118,N,22,33118-22,210664,ConocoPhillips Canada Operations ULC,0XL9,15,0.21,Removed,Blind End,03-34-047-15W4,Blind End,03-34-047-15W4,,,0,Z662,114.3,Z245.1,4,3591,Steel,0,0,Welded,Uncoated,Unknown,,,,,,,,Natural Gas,,,33118,,22,2005-02-10 00:00:00,2004-02-10 00:00:00,2010-09-23 13:56:00,2005-02-10 00:00:00,2005,
33118,N,29,33118-29,224911,ConocoPhillips Canada Operations ULC,0XL9,14,0.12,Removed,Blind End,14-36-048-14W4,Blind End,14-36-048-14W4,,,0,Z662,88.9,Z245.1,3.2,3591,Steel,0,0,Welded,Uncoated,Unknown,,,,,,,,Natural Gas,,,33118,,29,2005-12-06 00:00:00,2004-12-06 00:00:00,2010-07-08 13:07:00,2005-12-06 00:00:00,2005,
3097,N,199,3097-199,313475,ExxonMobil Canada Ltd.,0057,30,0.1,Removed,Blind End,05-24-032-04W5,Blind End,05-24-032-04W5,,,0,Z662,88.9,5L,5.49,B,Steel,0,0,Welded,Uncoated,Red Deer,,,,,,,,Oil-Well Effluent,,,3097,,84,,1997-12-18 00:00:00,2012-02-23 15:30:00,1997-12-18 00:00:00,1988,
3097,N,201,3097-201,313477,ExxonMobil Canada Ltd.,0057,30,0.05,Removed,Blind End,05-24-032-04W5,Blind End,12-24-032-04W5,,,0,Z662,88.9,5L,5.49,B,Steel,0,0,Welded,Uncoated,Red Deer,,,,,,,,Oil-Well Effluent,,,3097,,85,,1997-12-18 00:00:00,2012-02-23 15:30:00,1997-12-18 00:00:00,1986,
34093,N,6,34093-6,228355,ATCO Energy Solutions Ltd.,0Z2W,7,1.21,Removed,Blind End,14-09-095-11W4,Blind End,11-16-095-11W4,,,0,Z662,168.3,Z245.1,4,3592,Steel,0,0,Welded,Uncoated,Fort McMurray,,,,,,,,Natural Gas,,,34093,,6,2006-02-07 00:00:00,2005-02-07 00:00:00,2013-12-13 12:53:00,2006-02-07 00:00:00,2006,
34093,N,8,34093-8,228357,ATCO Energy Solutions Ltd.,0Z2W,9,3.68,Removed,Blind End,06-20-095-11W4,Blind End,16-25-095-12W4,,,0,Z662,114.3,Z245.1,4.8,3591,Steel,0,0,Welded,Uncoated,Fort McMurray,,,,,,,,Natural Gas,,,34093,,8,2006-02-07 00:00:00,2005-02-07 00:00:00,2013-12-13 12:53:00,2006-02-07 00:00:00,2006,
34093,N,15,34093-15,323443,ATCO Energy Solutions Ltd.,0Z2W,8,0.74,Removed,Blind End,12-16-095-11W4,Blind End,01-20-095-11W4,,,0,Z662,168.3,Z245.1,4.8,3591,Steel,0,0,Welded,Uncoated,Fort McMurray,,,,,,,,Natural Gas,,,34093,,7,2006-02-07 00:00:00,2005-02-07 00:00:00,2013-12-13 12:53:00,2006-02-07 00:00:00,2006,
34093,N,17,34093-17,323445,ATCO Energy Solutions Ltd.,0Z2W,8,0.69,Removed,Blind End,01-20-095-11W4,Blind End,06-20-095-11W4,,,0,Z662,168.3,Z245.1,4.8,3591,Steel,0,0,Welded,Uncoated,Fort McMurray,,,,,,,,Natural Gas,,,34093,,7,2006-02-07 00:00:00,2005-02-07 00:00:00,2013-12-13 12:53:00,2006-02-07 00:00:00,2006,
34093,N,19,34093-19,323447,ATCO Energy Solutions Ltd.,0Z2W,9,2.94,Removed,Blind End,02-36-095-12W4,Blind End,15-01-096-12W4,,,0,Z662,114.3,Z245.1,4.8,3591,Steel,0,0,Welded,Uncoated,Fort McMurray,,,,,,,,Natural Gas,,,34093,,8,2006-02-07 00:00:00,2005-02-07 00:00:00,2014-04-01 14:50:00,2006-02-07 00:00:00,2006,
34093,N,21,34093-21,323449,ATCO Energy Solutions Ltd.,0Z2W,9,1.72,Removed,Blind End,15-01-096-12W4,Blind End,12-07-096-11W4,,,0,Z662,114.3,Z245.1,4.8,3591,Steel,0,0,Welded,Uncoated,Fort McMurray,,,,,,,,Natural Gas,,,34093,,8,2006-02-07 00:00:00,2005-02-07 00:00:00,2014-03-18 17:15:00,2006-02-07 00:00:00,2006,
34093,N,23,34093-23,324945,ATCO Energy Solutions Ltd.,0Z2W,9,0.42,Removed,Blind End,13-07-096-11W4,Blind End,03-18-096-11W4,,,0,Z662,114.3,Z245.1,4.8,3591,Steel,0,0,Welded,Uncoated,Fort McMurray,,,,,,,,Natural Gas,,,34093,,8,2006-02-07 00:00:00,2005-02-07 00:00:00,2014-03-18 17:15:00,2006-02-07 00:00:00,2006,
34093,N,25,34093-25,324947,ATCO Energy Solutions Ltd.,0Z2W,9,0.41,Removed,Blind End,03-18-096-11W4,Blind End,03-18-096-11W4,,,0,Z662,114.3,Z245.1,4.8,3591,Steel,0,0,Welded,Uncoated,Fort McMurray,,,,,,,,Natural Gas,,,34093,,8,2006-02-07 00:00:00,2005-02-07 00:00:00,2014-03-18 17:15:00,2006-02-07 00:00:00,2006,
34093,N,27,34093-27,324949,ATCO Energy Solutions Ltd.,0Z2W,9,0.28,Removed,Blind End,06-18-096-11W4,Blind End,10-18-096-11W4,,,0,Z662,114.3,Z245.1,4.8,3591,Steel,0,0,Welded,Uncoated,Fort McMurray,,,,,,,,Natural Gas,,,34093,,8,2006-02-07 00:00:00,2005-02-07 00:00:00,2014-03-18 17:15:00,2006-02-07 00:00:00,2006,
33580,N,112,33580-112,257860,Canadian Natural Resources Limited,0HE9,28,1.27,Removed,Blind End,09-32-052-20W5,Blind End,13-33-052-20W5,,,0, ,114.3,Z245.1,3.2,3592,Steel,0,0,Welded,Uncoated,Drayton Valley,,,,,,,,Natural Gas,,,33580,,112,2007-09-10 00:00:00,2006-09-08 00:00:00,2014-03-25 10:07:00,2007-09-08 00:00:00,2007,
319,N,6,319-6,308762,Accel Canada Holdings Limited,A7ND,1,0.05,Removed,Blind End,11-11-058-22W4,Blind End,11-11-058-22W4,,,40,Z662,114.3,5L,6.02,A,Steel,0,0,Welded,Uncoated,Edmonton,,,,,,River Crossing,,Oil-Well Effluent,,,319,,3,2005-09-28 00:00:00,,2011-12-19 14:18:00,,1910,
34093,N,4,34093-4,228353,ATCO Energy Solutions Ltd.,0Z2W,7,1.93,Removed,Blind End,01-08-095-11W4,Blind End,14-09-095-11W4,,,0,Z662,168.3,Z245.1,4,3592,Steel,0,0,Welded,Uncoated,Fort McMurray,,,,,,,,Natural Gas,,,34093,,4,2006-02-07 00:00:00,2005-02-07 00:00:00,2013-12-13 12:53:00,2006-02-07 00:00:00,2006,
34093,N,5,34093-5,228354,ATCO Energy Solutions Ltd.,0Z2W,8,0.3,Removed,Blind End,14-09-095-11W4,Blind End,14-09-095-11W4,,,0,Z662,168.3,Z245.1,4.8,3591,Steel,0,0,Welded,Uncoated,Fort McMurray,,,,,,Creek Crossing,,Natural Gas,,,34093,,5,2006-02-07 00:00:00,2005-02-07 00:00:00,2013-12-13 12:53:00,2006-02-07 00:00:00,2006,
27832,N,75,27832-75,291284,City Of Medicine Hat,0150,23,0.07,Removed,Blind End,01-17-012-05W4,Blind End,01-17-012-05W4,,,0,Z662,114.3,3408,12.7,9,Polyethylene,0,0,Butt Fusion,Uncoated,Medicine Hat,,,,,,,,Natural Gas,,,27832,,75,2010-05-03 00:00:00,2009-05-01 00:00:00,2015-05-15 10:55:00,2010-05-01 00:00:00,2010,
34071,N,21,34071-21,280035,Cenovus Energy Inc.,A5D4,8,0.04,Operating,Pipeline,12-08-070-04W4,Pipeline,11-08-070-04W4,,,0,Z662,323.9,Z245.1,12.7,3592,Steel,8520,30,Welded,Uncoated,Bonnyville,,,,,,,,Fuel Gas,,,34071,,21,2009-03-20 00:00:00,2008-03-20 00:00:00,2008-03-20 00:00:00,2009-03-20 00:00:00,2009,
35366,N,1,35366-1,172756,Canadian Natural Resources Limited,0HE9,1,0.08,Removed,Blind End,06-28-034-17W4,Blind End,06-28-034-17W4,,,0,Z662,88.9,Z245.1,3.2,2901,Steel,0,0,Welded,Uncoated,Unknown,,,,,,,,Natural Gas,,,35366,,1,2001-05-16 00:00:00,2000-11-16 00:00:00,2011-12-21 18:44:00,2009-09-23 00:00:00,2001,
3097,N,158,3097-158,8684,ExxonMobil Canada Ltd.,0057,30,0.02,Abandoned,Blind End,11-29-031-03W5,Blind End,11-29-031-03W5,,,0,Z662,88.9,5L,5.49,B,Steel,0,0,Welded,Uncoated,Red Deer,,,,,,,,Oil-Well Effluent,,,3097,,158,2006-09-11 00:00:00,,,,1987,
37275,N,24,37275-24,178664,Canadian Natural Resources Limited,0HE9,2,0.05,Removed,Blind End,09-08-077-07W6,Blind End,09-08-077-07W6,,,0, ,88.9,Z245.1,3.2,3591,Steel,0,0,Welded,Uncoated,Grande Prairie,,,,,,,,Oil-Well Effluent,,,37275,,24,2002-04-11 00:00:00,2001-10-11 00:00:00,2014-12-16 17:30:00,2002-04-11 00:00:00,2002,
3808,N,30,3808-30,10768,Plains Midstream Canada ULC,A31G,1,0.02,Abandoned,Blind End,09-28-024-29W4,Blind End,16-28-024-29W4,,,0, ,219.1,5L,4.78,A,Steel,0,0,Welded,Uncoated,Calgary,,,,,,,,LVP Products,,,3808,,30,1984-09-14 00:00:00,,,,1984,
27674,N,2,27674-2,144330,Cedar Creek Energy Ltd.,A7E1,1,0.03,Operating,Well,12-24-051-27W4,Battery,12-24-051-27W4,,,9,Z662,88.9,Z245.1,4,2901,Steel,7500,29,Welded,Uncoated,Edmonton,,,,,,,,Natural Gas,,,27674,,2,1995-09-08 00:00:00,1994-09-08 00:00:00,1994-09-08 00:00:00,1995-09-08 00:00:00,1995,
3253,N,18,3253-18,9227,Obsidian Energy Ltd.,0BP8,5,0.03,Operating,Pipeline,12-23-050-07W5,Pipeline,09-22-050-07W5,,,0,Z662,114.3,Z2453,4.78,2902,Steel,8270,0,Welded,Uncoated,Drayton Valley,,,,,,,,Natural Gas,,,3253,,18,1980-07-24 00:00:00,,,,1980,
28234,N,3,28234-3,147755,Husky Oil Operations Limited,0R46,7,0.63,Removed,Blind End,10-19-078-24W4,Blind End,10-19-078-24W4,,,0,Z662,114.3,Z245.1,4.8,2901,Steel,0,0,Welded,Uncoated,Slave Lake,,,,,,,,Natural Gas,,,28234,,3,1995-09-14 00:00:00,1995-03-14 00:00:00,2015-07-15 16:57:00,1995-09-14 00:00:00,1995,
3253,N,26,3253-26,325607,Obsidian Energy Ltd.,0BP8,10,0.1,Removed,Blind End,02-17-050-07W5,Blind End,02-17-050-07W5,,,0,Z662,114.3,5L,4.78,B,Steel,0,0,Welded,Uncoated,Drayton Valley,,,,,,Creek Crossing,,Natural Gas,,,3253,,10,2000-11-15 00:00:00,,2014-11-10 17:01:00,,1961,
3253,N,7,3253-7,9219,Obsidian Energy Ltd.,0BP8,2,0.1,Removed,Blind End,16-22-050-07W5,Blind End,16-22-050-07W5,,,0,Z662,88.9,5L,3.96,B,Steel,8270,39,Welded,Uncoated,Drayton Valley,,,,,,Creek Crossing,,Natural Gas,,,3253,,7,1996-07-16 00:00:00,,2015-08-26 11:46:00,,1961,
30375,N,6,30375-6,157804,AltaGas Ltd.,A0TK,12,0.06,Removed,Blind End,10-34-060-06W4,Blind End,10-34-060-06W4,,,0,Z662,88.9,5L,3.18,B,Steel,0,0,Welded,Uncoated,Bonnyville,,,,,,,,Natural Gas,,,30375,,6,,1997-06-04 00:00:00,2016-12-12 19:40:00,1997-06-04 00:00:00,1997,
30375,N,13,30375-13,157810,AltaGas Ltd.,A0TK,3,0.03,Operating,Well,16-12-061-06W4,Pipeline,16-12-061-06W4,,,0,Z662,60.3,5L,3.91,B,Steel,4970,16,Welded,Uncoated,Bonnyville,,,,,,,,Natural Gas,,,30375,,13,,1997-06-04 00:00:00,1997-06-04 00:00:00,1997-06-04 00:00:00,1997,
3295,N,23,3295-23,322782,ATCO Gas And Pipelines Ltd.,0144,14,0.39,Removed,Blind End,16-20-052-23W4,Blind End,16-20-052-23W4,,,0,Z662,60.3,Z245.1,3.2,3592,Steel,0,0,Welded,Uncoated,Edmonton,,,,,,,,Natural Gas,,,3295,13,23,,2013-11-08 11:12:00,2013-12-10 14:09:00,2013-12-31 00:00:00,2013,Surfce Line Crossing
30375,N,23,30375-23,334630,AltaGas Ltd.,A0TK,10,0.24,Removed,Blind End,12-19-061-05W4,Blind End,12-19-061-05W4,,,0,Z662,114.3,Z245.1,3.2,2901,Steel,0,0,Welded,Uncoated,Bonnyville,,,,,,,,Natural Gas,,,30375,,16,,1997-06-04 00:00:00,2016-12-14 06:52:00,1997-06-04 00:00:00,1997,
30501,N,17,30501-17,158422,Canadian Natural Resources Limited,0HE9,11,0.02,Operating,Well,06-03-022-11W4,Pipeline,06-03-022-11W4,,,0,Z662,60.3,A53,3.91,B,Steel,4140,13,Welded,Uncoated,Medicine Hat,,,,,,,,Natural Gas,,,30501,,17,,1997-07-28 00:00:00,1997-07-28 00:00:00,1998-01-28 00:00:00,1997,
3295,N,15,3295-15,9330,ATCO Gas And Pipelines Ltd.,0144,15,0.13,Removed,Blind End,08-20-052-23W4,Blind End,05-21-052-23W4,,,0,Z662,60.3,Z245.3,3.91,2901,Steel,0,0,Welded,Uncoated,Edmonton,,,,,,,,Natural Gas,,,03295,,15,2003-02-14 00:00:00,,2014-05-05 16:46:00,,1978,
3295,N,16,3295-16,9331,ATCO Gas And Pipelines Ltd.,0144,10,0.01,Operating,Pipeline,16-19-052-23W4,Regulator Station,16-19-052-23W4,,,0,Z662,88.9,Z245.3,6.4,2901,Steel,2280,5,Welded,Uncoated,Edmonton,,,,,,,,Natural Gas,,,03295,,16,2003-02-14 00:00:00,,,,1981,
3295,N,24,3295-24,330678,ATCO Gas And Pipelines Ltd.,0144,16,0.19,Removed,Blind End,01-20-052-23W4,Blind End,01-20-052-23W4,,,0,Z662,60.3,5L,2.77,B,Steel,0,0,Welded,Uncoated,Edmonton,,,,,,,,Natural Gas,,,03295,,6,2003-02-14 00:00:00,,2015-03-17 15:37:00,,1976,
30501,N,21,30501-21,158426,Canadian Natural Resources Limited,0HE9,13,0.02,Operating,Well,06-09-022-11W4,Pipeline,06-09-022-11W4,,,0,Z662,88.9,5LX,2.77,X42,Steel,4140,23,Zap-Lok,Uncoated,Medicine Hat,,,,,,,,Natural Gas,,,30501,,21,,1997-07-28 00:00:00,1997-07-28 00:00:00,1998-01-28 00:00:00,1997,
3563,N,2,3563-2,315969,ATCO Gas And Pipelines Ltd.,0144,2,0.18,Removed,Blind End,09-36-054-03W5,Blind End,15-36-054-03W5,,,0,Z184,42.2,5L,3.56,BW1,Steel,0,0,Welded,Uncoated,Edmonton,,,,,,,,Natural Gas,,,03563,,1,2002-08-08 00:00:00,,2012-08-16 14:32:00,,1962,
34283,N,4,34283-4,320825,Crescent Point Energy Corp.,A2J6,6,0.14,Removed,Blind End,12-26-065-13W5,Blind End,12-26-065-13W5,,,0,Z662,114.3,Z245.1,3.2,3591,Steel,0,0,Welded,Uncoated,Unknown,,,,,,,,Natural Gas,,,34283,,1,2000-09-13 00:00:00,2000-03-13 00:00:00,2013-09-06 14:26:00,2005-07-27 00:00:00,2000,
2912,N,48,2912-48,195068,ATCO Gas And Pipelines Ltd.,0144,4,0.03,Operating,Pipeline,02-01-048-13W4,Pipeline,02-01-048-13W4,,,0,Z226,60.3,5L,3.91,A,Steel,4960,18,Welded,Uncoated,Wainwright,,,,,,,,Natural Gas,,,,,,2003-02-14 00:00:00,,,,2003,
34280,N,5,34280-5,169816,Husky Oil Operations Limited,0R46,1,0.34,Removed,Blind End,01-13-079-23W4,Blind End,16-12-079-23W4,,,0,Z662,73,5A,5.51,J55,Steel,0,0,Threaded,Uncoated,Slave Lake,,,,,,,,Natural Gas,,,34280,,5,2001-12-31 00:00:00,2001-06-29 00:00:00,2016-01-11 15:47:00,2004-11-29 00:00:00,2001,Surfce Line Crossing
3071,N,86,3071-86,302983,Pembina Pipeline Corporation,0205,16,0.28,Removed,Blind End,13-15-053-23W4,Blind End,13-15-053-23W4,,,0,Z662,323.9,5LX,7.14,X52,Steel,0,0,Welded,Uncoated,Edmonton,,,,,,,,HVP Products,,,3071,,45,1988-06-24 00:00:00,,2016-10-12 15:55:00,2005-05-05 00:00:00,1988,
29493,N,8,29493-8,153786,Husky Oil Operations Limited,0R46,5,0.01,Abandoned,Pipeline,05-06-082-19W4,Pipeline,05-06-082-19W4,,,0,Z184,114.3,A53,6.02,B,Steel,0,0,Welded,Uncoated,Slave Lake,,,,,,,,Fuel Gas,,,29493,,8,,1996-09-20 00:00:00,1996-09-20 00:00:00,1996-09-20 00:00:00,1996,
29493,N,10,29493-10,153788,Husky Oil Operations Limited,0R46,3,0.01,Abandoned,Pipeline,04-30-081-19W4,Experimental Station,04-30-081-19W4,,,0,Z184,88.9,A53,5.49,B,Steel,0,0,Welded,Uncoated,Slave Lake,,,,,,,,Fuel Gas,,,29493,,10,,1996-09-20 00:00:00,1996-09-20 00:00:00,1996-09-20 00:00:00,1996,
29528,N,36,29528-36,283715,Surge Energy Inc.,0YK4,15,0.19,Removed,Blind End,14-29-040-03W4,Blind End,14-29-040-03W4,,,5,Z662,81.5,CEN,2.92,1000,Fibreglass,0,,Threaded,Uncoated,Wainwright,,,,,,,,Oil-Well Effluent,,,29528,,36,2009-08-26 00:00:00,2008-08-26 00:00:00,2011-07-21 17:57:00,2009-08-26 00:00:00,2009,
3416,N,14,3416-14,313784,Obsidian Energy Ltd.,0BP8,6,0.06,Removed,Blind End,13-07-043-06W5,Blind End,13-07-043-06W5,,,0, ,60.3,5LX,4.83,X52,Steel,0,0,Welded,Uncoated,Red Deer,,,,,,,,Salt Water,,,3416,,7,1978-03-17 00:00:00,,2012-10-25 13:53:00,,1970,
30122,N,42,30122-42,331389,Canadian Natural Resources Limited,0HE9,2,0.15,Removed,Blind End,12-23-050-22W4,Blind End,12-23-050-22W4,,,0,Z662,88.9,5L,4.78,B,Steel,0,0,Welded,Uncoated,Edmonton,,,,,,,,Oil-Well Effluent,,,30122,,11,1997-05-01 00:00:00,,2015-07-10 15:30:00,2005-04-25 00:00:00,1997,
30122,N,40,30122-40,327767,Canadian Natural Resources Limited,0HE9,2,0.04,Removed,Blind End,07-14-050-22W4,Blind End,07-14-050-22W4,,,0,Z662,88.9,5L,4.78,B,Steel,0,0,Welded,Uncoated,Edmonton,,,,,,,,Oil-Well Effluent,,,30122,,23,2005-01-12 00:00:00,,2014-09-29 16:13:00,,1997,
44003,N,121,44003-121,262513,Paramount Resources Ltd.,0AW4,3,0.04,Operating,Well,07-30-056-21W5,Pipeline,07-30-056-21W5,,,0, ,88.9,A106,7.6,B,Steel,9930,24,Welded,Uncoated,Drayton Valley,,,,,,,,Natural Gas,,,44003,,121,2007-12-19 00:00:00,2006-12-19 00:00:00,2006-12-19 00:00:00,2007-12-19 00:00:00,2007,
37686,N,3,37686-3,181048,Baytex Energy Ltd.,0RL9,1,0.02,Removed,Compressor Station,10-21-057-24W4,Compressor Station,10-21-057-24W4,,,0, ,114.3,Z245.3,3.18,2901,Steel,3450,21,Welded,Uncoated,Edmonton,,,,,,,,Natural Gas,,,,,,,,2018-01-04 11:27:04,2001-12-17 00:00:00,2001,
37686,N,4,37686-4,181049,Baytex Energy Ltd.,0RL9,3,0.04,Removed,Well,01-33-057-24W4,Pipeline,01-33-057-24W4,,,0, ,114.3,Z245.1,6.02,2411,Steel,3450,14,Welded,Uncoated,Edmonton,,,,,,,,Natural Gas,,,,,,,,2018-01-04 11:27:04,2001-12-17 00:00:00,2001,
38198,N,91,38198-91,7748,Pine Cliff Energy Ltd.,A1GR,15,0.04,Operating,Well,06-29-046-10W4,Meter Reg. Station,06-29-046-10W4,,,0,Z662,88.9,Z245.3,5.49,241I,Steel,6900,0,Welded,Uncoated,Wainwright,,,,,,,,Natural Gas,,,2913,,124,1980-04-11 00:00:00,,,,1980,
38198,N,541,38198-541,271663,Pine Cliff Energy Ltd.,A1GR,24,0.05,Removed,Blind End,16-32-049-15W4,Blind End,16-32-049-15W4,,,0,Z662,114.3,Z245.1,3.2,3591,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Natural Gas,,,38198,,541,2008-09-10 00:00:00,2007-09-10 00:00:00,2014-11-21 16:02:00,2008-09-10 00:00:00,2008,
38198,N,94,38198-94,7751,Pine Cliff Energy Ltd.,A1GR,15,0.04,Operating,Well,06-27-048-12W4,Meter Reg. Station,06-27-048-12W4,,,0,Z662,88.9,Z245.3,5.49,241I,Steel,6900,0,Welded,Uncoated,Wainwright,,,,,,,,Natural Gas,,,2913,,128,1980-04-11 00:00:00,,,,1980,
38198,N,100,38198-100,7757,Pine Cliff Energy Ltd.,A1GR,14,0.04,Operating,Well,07-22-047-11W4,Meter Reg. Station,07-22-047-11W4,,,0,Z662,88.9,Z245.3,5.49,241I,Steel,6890,0,Welded,Uncoated,Wainwright,,,,,,,,Natural Gas,,,2913,,134,1980-04-11 00:00:00,,,,1980,
38198,N,115,38198-115,7772,Pine Cliff Energy Ltd.,A1GR,41,0.04,Operating,Well,10-03-049-12W4,Pipeline,10-03-049-12W4,,,0,Z662,114.3,Z245.3,6.02,2411,Steel,4960,20,Welded,Uncoated,Wainwright,,,,,,,,Natural Gas,,,2913,,155,1996-05-31 00:00:00,,,,1996,
31157,N,1,31157-1,160838,Paramount Resources Ltd.,0AW4,1,0.16,Removed,Blind End,03-30-117-03W6,Blind End,03-30-117-03W6,,,7,Z662,88.9,Z245.1,3.2,3591,Steel,0,0,Welded,Uncoated,Unknown,,,,,,,,Natural Gas,,,31157,,1,,1998-01-09 00:00:00,2015-01-08 16:24:00,2002-12-31 00:00:00,1998,
44003,N,114,44003-114,260625,Paramount Resources Ltd.,0AW4,3,0.01,Operating,Well,03-24-056-22W5,Pipeline,03-24-056-22W5,,,0, ,88.9,A106,7.6,B,Steel,9930,24,Welded,Uncoated,Drayton Valley,,,,,,,,Natural Gas,,,44003,,114,2007-11-13 00:00:00,2006-11-10 00:00:00,2006-11-10 00:00:00,2007-11-10 00:00:00,2007,
3874,N,8,3874-8,10859,Bonavista Energy Corporation,A5RX,1,0.01,Abandoned,Inj./Disposal Plant,08-32-028-02W5,Well,08-32-028-02W5,,,0,Z183,60.3,5A,4.83,J55,Steel,0,0,Welded,Uncoated,Red Deer,,,,,,,,Fresh Water,,,3874,,8,1990-02-15 00:00:00,,,,1988,
3874,N,3,3874-3,10855,Bonavista Energy Corporation,A5RX,1,0.01,Discontinued,Pipeline,16-20-030-03W5,Well,16-20-030-03W5,,,0,Z183,60.3,5A,4.83,J55,Steel,0,0,Welded,Uncoated,Red Deer,,,,,,,,Fresh Water,,,3874,,3,1990-02-15 00:00:00,,,,1971,
12653,N,5,12653-5,59450,Canadian Natural Resources Limited,0HE9,1,0.03,Abandoned,Blind End,16-05-081-24W5,Blind End,16-05-081-24W5,,,1.1,Z662,60.3,Z245.3,5.54,2413,Steel,0,0,Welded,Uncoated,Grande Prairie,,,,,,,,Natural Gas,,,12653,,5,2000-11-04 00:00:00,,,,1977,
