refno,date_incident,date_notification,company,city,type,product,volume,status,summary
20171916,2017-06-12,2017-06-12,Imaginea Energy Corp.,Brooks (32 km SE),Well,Salt/Produced Water,6 m3,No emergency phase.,Release of salt/produced water due to an issue with a well. Issue has been rectified and clean up is completed. No reported impacts to wildlife or a waterbody.
20142672,2014-10-09,2014-10-09,Cenovus Energy Inc.,Brooks (16 km W),Pipeline,Crude Oil and Salt/Produced Water,0.1 or less m3 and 1.9 m3 respectively,No emergency phase.,Release of emulsion from a pipeline with minimal fluids surfacing. Pipeline has been shut in and depressurized. Cleanup is under way. No reported impacts to any waterbody or wildlife.
20152506,2015-09-17,2015-09-17,Enerplus Corporation,Robb (15 km NE),Well,Natural Gas,200+ &times;&nbsp;103&nbsp;m3,Emergency phase over.,"Uncontrolled sweet natural gas release from well occuring during well service operations. All 17 personnel from site evacuated, 1 km isolation zone with road blocks in place. Company is currently working to brian the well under control. Air monitoring is in place. No residents in the area. No reported impacts to any waterbody or wildlife.Emergency Phase over September 21, 2015."
20142607,2014-10-09,2014-10-09,Canadian Natural Resources Limited,McLennan (40 km NE),Pipeline,N/A,N/A,No emergency phase.,Release of emulsion due to a pipeline failure. Volume and cut is unknown at this time as there is only minimal surface staining on the ground. Clean up is ongoing. No reported impacts to a waterbody or wildlife.
20152503,2015-09-16,2015-09-16,Cenovus Energy Inc.,Wabasca (27 km NE),Pipeline,Crude Bitumen,1.5 m3,No emergency phase.,"Release of crude from a pin hole leak in piping associated with a pig reciever. Fluid impacted a seasonally dry muskeg area. Company has shut in the line, and started fluid recovery. Impacted soils will be removed. No reported impacts to any wildlife."
20152502,2015-09-15,2015-09-16,Delphi Energy Corp.,Fox Creek (41 km SW),Pipeline,Water/Methanol,1.1 m3 and 1.1 m3 respectively,No emergency phase.,"Release of a 50/50 water and methanol mixture from a pipeline during a hydrostatic test. The company is in process of identifing the leak location, and clean up will commence. No reported impacts to any water body or wildlife."
20142608,2014-10-09,2014-10-09,Apache Canada Ltd.,Swan Hills (32 km N),Pipeline,Crude Oil and Salt/Produced Water,0.1 or less m3 and 0.1 or less m3 respectively,No emergency phase.,Release of sour emulsion due to a pipeline failure on lease. Clean up is underway. No reported impacts to a waterbody or wildlife.
20163540,2016-11-29,2016-11-29,Vermilion Energy Inc.,Red Earth (56 km S),Pipeline,Salt/Produced Water,0.1 or less m3,No emergency phase.,Pinhole leak was discovered. Clean up is underway. No reported impacts to wildlife or waterbodies.
20142949,2014-11-12,2014-11-12,Spyglass Resources Corp.,Vauxhall (12 km W),Pipeline,Salt/Produced Water,507 m3,No emergency phase.,"Release of produced water from pipeline and migrated off the right of way and on to private land. The land owner has been contacted, and the company is in the process of removing free fluids and addressing the impacts to the soil. No reported impacts to any water body or wildlife."
20172151,2017-07-04,2017-07-04,Secure Energy Services Inc.,Fox Creek (3 km West),Pipeline,Crude Oil,3&nbsp;m3,No Emergency Phase,Company reported a pipeline failure resulting in a release of crude oil onto the pipeline right of way. Clean up is underway. No impacts to any waterways or wildlife was reported.
20161014,2016-04-11,2016-04-11,Encana Corporation,LaGlace (12 km NW),Well,Condensate,5 m3,No emergency phase.,"Company reported a release of condensate off site. The condensate also misted into a nearby runoff dugout. The culvert in the dugout was frozen and as such, the water is overflowing the banks. The overflow water was followed and found to enter a small seasonal creek. Trace amounts of condensate were detected in the creek, so the company has installed absorbent booms around the dugout and along the small creek to stop any further impact. The well was shut in immediately and cleanup of the free product is underway. No impacts to wildlife have been reported."
20142941,2014-11-11,2014-11-11,Penn West Petroleum Ltd.,Consort (57 km SE),Facility,Crude Oil and Salt/Produced Water,2 m3 and 78 m3 respectively,No emergency phase.,Release of slightly sour emulsion from an on lease tank. Release contained within secondary containment. Free fluids are being recovered by vac trucks. There have been no reported odor complaints. No reported impacts to any water body or wildlife.
20142230,2014-09-07,2014-09-07,Canadian Natural Resources Limited,Wembley (15 km N),Pipeline,Emulsion,1 m3,Over.,Release of 0.5% H2S emulsion from pipeline on private land. Line has been shut in and depressured. No reported impacts to waterbodies or wildlife.
20142943,2014-11-10,2014-11-10,Husky Oil Operations Limited,Rainbow Lake (16 km E),Pipeline,Crude Oil and Salt/Produced Water,1 m3 and 14 m3 respectively,No emergency phase.,"Release of emulsion from a valve located on the pig sender assembly. The majority of the release stayed on the pipeline right of way. Company in in the process of cleaning up the release with vac trucks, and will be removing the impacted soils. No reported impacts to any water body or wildlife."
20142944,2014-11-10,2014-11-11,Traverse Energy Ltd.,Drumheller (29 km NE),Well,Crude Oil and Salt/Produced Water,0.1 m3 and 0.9 m3 respectively,No emergency phase.,"Misting of emulsion from a washed out nipple on well head. The majority of the misted emulsion remained on lease, with a small volume impacting an area of 600 m2 off lease. Company is in the process of cleaning up. No reported impacts to any water body or wildlife."
20142945,2014-11-11,2014-11-11,Cardinal Energy Ltd.,Jenner (10 km SE),Pipeline,Crude Oil and Salt/Produced Water,1 m3 and 4 m3 respectively,No emergency phase.,"Emulsion release from a pipeline impacting an area of aprox 1200 m2. Company has removed the free fluids, and are in the process of clean up of the impacted soils. No reported impacts to any water body or wildlife."
20172433,2017-07-31,2017-07-31,N7 Energy,Fox Creek (45 km NE),Pipeline,Emulsion,80 m3,No Emergency Phase,Release of sour emulsion from a pipeline due to operator error. Clean up underway and no reported impacts to a waterbody or wildlife.
20131258,2013-06-28,2013-06-28,AltaGas Ltd.,Fort McMurray (75 km SW),Pipeline,Sweet gas,9.0 &times;&nbsp;103&nbsp;m3,No emergency phase.,Release from maintenance operation.
20172436,2017-07-31,2017-07-31,Husky Oil Operations Limited,Lloydminster (43 km W),Pipeline,Gas Production (Raw),N/A,No Emergency Phase,Release of sweet gas from a line underneath a slough. Pipeline has been isolated. No reported impacts to wildlife.
20131394,2013-07-13,2013-07-13,Penn West Petroleum Ltd.,Evansburg (19 km S),Facility,Sour gas and condensate,"Unknown and 1.0 m3, respectively",No emergency phase.,On lease facility pipeline leak. Condensate was released on and off lease. Impacted pipeline right-of-way and surrounding vegetation/forest. Surface product has been recovered. No impacts to waterways or wildlife reported.
20163394,2016-11-16,2016-11-16,Progress Energy Canada Ltd.,Grovedale (32 km S),Pipeline,Condensate,1 or less m3,No emergency phase.,Release of condensate due to an issue with a pipeline. Line has been shut in and cleanup is underway. No reported impacts to wildlife.
20163395,2016-11-15,2016-11-15,Rising Star Resources Ltd.,Grande Cache (60 km N),Pipeline,Salt/Produced Water,5 m3,No emergency phase.,Release of produced water due to an issue with a pipeline. Line has been shut in and cleanup is underway. No reported impacts to wildlife or a waterbody.
20131399,2013-07-18,2013-07-18,Sonde Resources Corp,Drumheller (5 km E),Facility,Produced water,4.0 m3,No emergency phase.,Operator error. Product ran down gravel road and settled in ditch.
20163390,2016-11-15,2016-11-15,NAL Resources Limited,Condor (7 km SE),Pipeline,Emulsion,10 or less m3,No emergency phase.,Release of emulsion due to an issue with a pipeline. Line has been shut in and cleanup is underway. No reported impacts to wildlife.
20163391,2016-11-16,2016-11-16,Journey Energy Inc.,Cressford (13 km W),Pipeline,Salt/Produced Water,1 m3,No emergency phase.,Release of produced water due to an issue with a pipeline. Line has been shut in and cleanup is underway. No reported impacts to wildlife or a waterbody.
20171821,2017-06-05,2017-06-05,Glenogle Energy Inc.,Demmitt (8 km S),Pipeline,Natural Gas,0.1 or less &times;&nbsp;103&nbsp;m3,No emergency phase,Release of natural gas due to an issue on a pipeline. Line has been shut in a depressurized. No reported impacts to wildlife or a waterbody.
20150533,2015-02-22,2015-02-22,ConocoPhillips Canada Operations Ltd.,Rimbey (45 km NW),Pipeline,Gas Production (Raw),0.1 or less &times;&nbsp;103&nbsp;m3,No emergency phase.,Line has been depressured and shut in. There were no visible fluids released with the dry gas. No reported impacts to wildlife or waterbodies. Work is being done to dtermine cause.
20162549,2016-09-05,2016-09-05,NAL Resources Limited,Valleyview (24 km SW),Pipeline,Salt/Produced Water,23 m3,No emergency phase.,Release of produced water off lease due to an issue with a pipeline. Line has been shut in and depressurized. Clean up is underway and no reported impacts to a waterbody or wildlife.
20162547,2016-09-02,2016-09-02,Cequence Energy Ltd.,Fairview (22 km W),Facility,Salt/Produced Water,2 m3,No emergency phase.,Release of produced water off lease due to an issue with a line at a facility. Line has been shut in and clean up underway. No reported impacts to a waterbody or wildlife.
20151847,2015-07-11,2015-07-11,Twin Butte Energy Ltd.,Provost (10 km NE),Facility,Crude Oil and Salt/Produced Water,0.2 m3 and 7.8 m3 respectively,No emergency phase.,Release of emulsion due to a failure of on lease piping. The spill migrated off lease. Vaccum trucks onsite collecting free product. No impacts to wildlife or waterbodies reported.
20151846,2015-07-11,2015-07-11,Canadian Natural Resources Limited,Slave Lake (70 km NE),Pipeline,Emulsion,29 m3,No emergency phase.,Release is being cleaned up under the direction of an environmental company. No reported impacts to wildlife or waterbodies.
20142854,2014-10-28,2014-10-28,Direct Energy Marketing Limited,Medicine Hat (65 km NE),Well,Gas Production (Raw),1 &times;&nbsp;103&nbsp;m3,No emergency phase.,Mechanical failure caused the release of sweet dry gas sub surface of a wet low lying area. There are no reported impacts to wildlife.
20151843,2015-07-11,2015-07-11,Canadian Natural Resources Limited,Slave Lake (74 km NE),Pipeline,Emulsion,30 m3,Emergency phase over.,Release is being cleaned up under the direction of an environmental coordinator. No reported impacts to wildlife or waterbodies.
20151842,2015-07-11,2015-07-11,NEP Canada ULC,Devon (5 km N),Pipeline,Emulsion,8 m3,No emergency phase.,The release was discovered during monitoring. No impacts to wildlife or waterbodies reported.
20162783,2016-09-18,2016-09-19,ARC Resources Ltd.,Teepee Creek (4 km SE),Pipeline,Gas Prod&rsquo;n (Mrktble),1 &times;&nbsp;103&nbsp;m3,No emergency phase.,Release of natural gas due to an issue on a pipeline. Line has been shut in. No reported impacts to a waterbody or wildlife.
20162784,2016-09-21,2016-09-22,Harvest Operations Corp.,Hayter (14 km SW),Pipeline,Emulsion,0.2 m3,No emergency phase.,Release of emulsion due to an issue on a pipeline. Line has been shut in and cleanup is underway. No reported impacts to a waterbody or wildlife.
20162785,2016-09-22,2016-09-22,Crescent Point Energy Corp.,Swan Hills (31 km W),Well,Emulsion,0.15 m3,No emergency phase.,Release of emulsion due to an issue on a well. Issue has been rectified and cleanup is underway. No reported impacts to a waterbody or wildlife.
20163716,2016-12-17,2016-12-18,Bellatrix Exploration Ltd.,Alder Flats (17 km SW),Well,Condensate,1.5 m3,No emergency phase.,Release of condensate due to an issue with a well. Well has been shut in and cleanup is underway. No reported impacts to wildlife or a waterbody.
20162787,2016-09-22,2016-09-22,Pembina Pipeline Corporation,Whitecourt (48 km SW),Pipeline,Condensate,0.1 or less m3,No emergency phase.,Release of condensate due to a an issue on a pipeline. Line depressurized and isolated. Cleanup is underway and no reported impacts to a waterbody or wildlife.
20163719,2016-12-15,2016-12-16,ConocoPhillips Canada Operations Ltd.,Grande Cache (59 km NE),Pipeline,Condensate,0.1 or less m3,No emergency phase.,Release of condensate due to an issue with a pipeline. Issue has been rectified and clean up completed. No reported impacts to wildlife or a waterbody.
20172726,2017-08-28,2017-08-28,Husky Oil Operations Limited,Provost (10.51 km NE),Facility,Crude Oil and Salt/Produced Water,1 m3 and 1 m3 respectively,No emergency phase.,Release of crude oil and salt/produced water due to an issue on a facility. No reported impacts to a waterbody or wildlife.
20172724,2017-08-27,2017-08-27,Imaginea Energy Corp.,Suffield (14.93 km NW),Facility,Emulsion,20 m3,No emergency phase.,Release of emulsion due to an issue on a facility. No reported impacts to a waterbody or wildlife.
20160160,2016-01-21,2016-01-21,Penn West Petroleum Ltd.,Entwistle (14 km SW),Pipeline,Produced Water,15 m3,No emergency phase.,Product migrated to the edge of the lease road. Cleanup is underway. No reports of impacts to wildlife or waterbodies.
20142119,2014-08-26,2014-08-26,Encana Corporation,Cluny (12 km N),Well,Gas Prod&rsquo;n (Mrktble) and Salt/Produced Water,0.1 or less &times;&nbsp;103&nbsp;m3 and 0.9 m3 respectively,No emergency phase.,Release of produced water on lease with a small amount off-lease. Offsite portion has been cleaned and company is continuing with clean up. No reported impacts to waterbodies or wildlife.
20131327,2013-06-30,2013-06-30,Apache,Rainbow Lake (55 km NE),Pipeline,Emulsion,0.5 m3,Over.,"Vegetation impact on the pipeline right-of-way noticed during a fly over. Soil test for hydrocarbon was positive, but no LEL (lower explosive limit) readings."
20142114,2014-08-21,2014-08-21,Long Run Exploration Ltd.,Paddle Prairie (22.5 km NW),Pipeline,Gas Production (Raw) and Salt/Produced Water,1 &times;&nbsp;103&nbsp;m3 and 1 m3 respectively,No emergency phase.,Cause of release unknown at this time. There are no reported impacts to wildlife or waterbodies.
20163600,2016-12-05,2016-12-05,Husky Oil Operations Limited,Stettler (33 km E),Facility,Crude Oil and Salt/Produced Water,0.1 or less m3 and 9.9 m3 respectively,No emergency phase.,An issue at a facility resulted in a release and a portion of the release affected an agricultural field. No impacts to wildlife or waterbodies. Clean up is underway.
20150919,2015-03-28,2015-03-28,Canadian Natural Resources Limited,Fort McMurray (74 km SW),Pipeline,Gas Production (Raw) and Salt/Produced Water,1000 &times;&nbsp;103&nbsp;m3 and 1 m3 respectively,No emergency phase.,Release of produced water due to a pipeline failure. Line has been shut in and depressurized. Cleanup is underway. No reported impacts to a waterbody or wildlife.
20160454,2016-02-17,2016-02-17,Trilogy Resources Ltd.,Fox Creek (18 km N),Well,Acid Gas,.1 &times;&nbsp;103&nbsp;m3,No emergency phase.,The AER was notified of an acid gas release (50% H2S) from pressure sensing tubing on an acid gas injection well. The release was detected by H2S monitors in the injection well building. The downhole emergency shut-down valve was tripped by the release and the release was instantly stopped.
20152246,2015-08-14,2015-08-14,Nuvista Energy,Rainbow Lake (50 km NE),Pipeline,Emulsion,100 m3,Emergency phase over.,"Release was identified during an aerial surveillence flight. The line has been shut in. Clean-up is underway. Resources are being mobilized to the remote location. The area impacted is currently estimated at 70m X 100m. No impacts to wildlife have been reported. Emergency phase over on September 1, 2015."
20160756,2016-03-14,2016-03-15,Imaginea Energy Corp.,Brooks (27 km E),Pipeline,Process Water,0.1 or less m3,No emergency phase.,A small leak from a shutin injection well migrated off lease to a low spot. Deliniation and soil cleanup in progress. No reported impacts to any water body or wildlife.
20182955,2018-09-14,2018-09-14,Canadian Natural Resources Limited,Manning (20 km NW),Pipeline,Crude Oil and 0.1 and Salt/Produced Water,0.1 or less m3 and 0.1 or less m3 and 0.1 or less m3 respectively,No emergency phase,Release emulsion due to an issue on a pipeline. Line has been shut in and clean up under way. No reported impacts to wildlife or a waterbody.
20152083,2015-08-05,2015-08-05,Imaginea Energy Corp.,Brooks (28 km E),Well,Crude Oil and Salt/Produced Water,0.3 m3 and 29.7 m3 respectively,No emergency phase.,A mechanical failure caused the release on site a small amount left the lease. Site was shut in and cleanup is underway. No impacts to wildlife or waterbodies reported.
20143253,2014-11-21,2014-11-21,Direct Energy Marketing Limited,Cremona (31 km SE),Pipeline,Gas Production (Raw),3.8 m3,No emergency phase.,"The Company reported a sour gas natural gas release from a pipeline due to operator error while conducting maintance. The release was stopped as soon as it was discovered. No reported evacuations, no reported injuries and no reported impacts to waterbodies or wildlife."
20182952,2018-09-16,2018-09-16,West Lake Energy Corp.,Hardisty (7 km NE),Facility,Crude Oil,7 m3,No emergency phase,Release occurred due to an equipment issue. Clean up is underway. No reported impacts to waterbodies or wildlife.
20182819,2018-08-30,2018-08-30,NVP Exploration Inc.,Coronation (22 km SW),Well,Gas Production (Raw),10 &times;&nbsp;103&nbsp;m3,Emergency phase over.,Company reported an uncontrolled vent flow. Activities to isolate the flow are underway. Some released product has impacted a farmer&rsquo;s field. No reported impacts to wildlife or waterbodies. Emergency phase called down on August 31 2018.
20152089,2015-08-05,2015-08-05,Birchcliff Energy Ltd.,Worsley (12 km W),Pipeline,Fuel Gas,0.1 or less &times;&nbsp;103&nbsp;m3,No emergency phase.,The sweet dry gas released to atmosphere in a pipeline right of way. The line has been shut in and repairs are in progress. No impacts to wildlife or waterbodies reported.
20143311,2014-12-06,2014-12-06,Husky Oil Operations Limited,Clandonald (13 km SW),Well,Crude Oil and Salt/Produced Water,1.5 m3,No emergency phase.,The Company reported that the majority of the released emulsion stayed on lease and a small amount of fluid misting off site. Clean up operations are underway. There are no reported impacts to wildlife or waterbodies.
20151101,2015-04-16,2015-04-16,Enerplus Corporation,Medicine Hat (31 km NE),Pipeline,Gas Production (Raw),0.1 or less &times;&nbsp;103&nbsp;m3,No emergency phase.,"Release for sweet raw gas from a pipeline. Operator found the release when noticing a small hole in the ground with noticable grey discoloring. Line has been isolated, and company will conduct repairs and clean up. No reported impact to any water body or wildlife"
20183074,2018-09-30,2018-09-30,Harvest Operations Corp.,Red Earth Creek (8 km W),Pipeline,Crude Oil and Salt/Produced Water,44 m3 and 44 m3 respectively,Emergency phase over,"Pipeline release of emulsion. Line has been shut in and depressurized. No impacts to wildlife have been reported at this time. Clean up is underway. Emergency phase called down on October 4th, 2018."
20151104,2015-04-16,2015-04-16,Long Run Exploration Ltd.,Valleyview (38 km E),Pipeline,Salt/Produced Water,1 m3,No emergency phase.,Produced water release (drip) from a pipeline riser to ground. Pipeline has been shut-in and depressurized. Drip tray and a hand constructed earthern berm has been put in place. Company will continue with clean up and repairs. No reported impacts to any water body or wildlife.
20151458,2015-05-21,2015-05-21,Cardinal Energy Ltd.,Forestburg (9 km NE),Facility,Crude Oil,0.1 or less m3,No emergency phase.,"Misting of crude oil from a flare stack, with fluids migrating off lease. Company has contacted the impacted land owners, and clean up continues. No reported impacts to any water body or wildlife."
20151454,2015-05-29,2015-05-29,Bonterra Energy Corp.,Drayton Valley (23 km SE),Pipeline,Crude Oil and Salt/Produced Water,0.5 m3 and 2.5 m3 respectively,No emergency phase.,"Release of emulsion from a pipeline. Fluids remained on the pipeline right of way. Land owner contacted by the company for access. Free fluids have been removed, and clean up of contaminated soil is under way. No reported impacts to any water body or wildlife."
20151453,2015-05-28,2015-05-28,Virginia Hills Oil Corp.,Red Earth Creek (25 km W),Pipeline,Salt/Produced Water,10 m3,No emergency phase.,"Release of slightly sour produced water from a pipeline. Break point of the pipeline was located on a lease, and all fluids remained within the boundaries of the lease. No reported off site odors. The company has shut in two pipelines and have removed free fluids. Clean up of the contaminated soil continues. No reported impacts to any water body or wildlife."
20131863,2013-09-22,2013-09-22,Canadian Natural Resources Limited,Stettler (18 km NW),Pipeline,Emulsion,8-10 m3,No emergency phase.,A small release was noticed this morning of emulsion. The line was immediately shut in. There were noticible odors near the site. Clean up is underway.No reported impacts to waterways or wildlife.
20180778,2018-03-04,2018-03-04,Husky Oil Operations Limited,Rainbow lake (6 km SE),Facility,Crude Oil,2 m3,No emergency phase,Release of sour crude due to an issue at a facility. Cleanup is underway and no reported impacts to wildlife or a waterbody.
20160036,2016-01-05,2016-01-05,Cenovus FCCL Ltd.,Conklin (18 km SE),Pipeline,Steam Condensate,0.5 m3,No emergency phase.,Release of steam condensate due to a pipeline failure. Clean up is underway and no reported impacts to wildlife or a waterbody.
20160525,2016-02-23,2016-02-23,Taqa North Ltd.,Taber (37 km NE),Facility,Crude Oil and Salt/Produced Water,0.1 or less m3 and 1.5 m3 respectively,No emergency phase.,The sour product remained on lease and cleanup is underway. All lines have been shut-in. No impacts to wildlife or waterbodies reported.
20151295,2015-04-04,2015-05-08,Scavenger Energy Gp Inc.,Wildwood (6 km S),Well,Sour Gas,0.1 or less &times;&nbsp;103&nbsp;m3,No emergency phase.,Release of sour gas due to an issue with a well head. Well is being killed. No odours off site. No reported impacts to a waterbody or wildlife.
20160033,2015-12-24,2016-01-05,ConocoPhillips Canada Resources Corp.,Eckville (6 km N),Pipeline,Emulsion,0.5 m3,No emergency phase.,Release of emulsion due to a pipeline failure. Line has been isolated and cleanup is underway. No reported impacts to wildlife or a waterbody.
20150828,2015-03-19,2015-03-19,ConocoPhillips Canada Resources Corp.,Drumheller (66 km E),Pipeline,Crude Oil and Salt/Produced Water,1 m3 and 1 m3 respectively,No emergency phase.,Pipeline break from well to satellite releasing approx. 2&nbsp;m3 of sweet oil emulsion. Spill is off lease and located 500m south of wellsite. Line has been shut-in and isolated. Spill area is 50m X 40m. A tank truck drained down the pipeline and vac trucks en route for cleanup. Low spot on the terrain that was holding water from spring melt was also contaminated. No reported impacts to wildlife.
20170641,2017-02-22,2017-02-22,Birchcliff Energy Ltd.,Gordondale (26.1 km W),Well,Salt/Produced Water,60 m3,No emergency phase,Release of crude oil and salt/produced water. There were no reported impacts to waterbodies or wildlife.
20160912,2016-03-31,2016-03-31,Chinook Energy Inc.,Beaverlodge (6 km SW),Well,Crude Oil,0.1 or less m3,No emergency phase.,Mechanical failure caused the product to mist off the edge of the lease site. Cleanup is underway. No impacts to wildlife or waterbodies.
20180777,2018-03-03,2018-03-03,Kelt Exploration Ltd.,La Glace (12 km S),Well,Condensate,0.1 or less m3,No emergency phase,Release of sour condensate due to an issue at a well. Cleanup is underway and no reported impacts to wildlife or a waterbody.
20160910,2016-03-31,2016-03-31,Cenovus Energy Inc.,Wabasca (28 km E),Pipeline,Salt/Produced Water,0.5 m3,No emergency phase.,The release was identified by a worker on site. The line has been depressured and shut in. Clean has occurred and cause is being determined. No reports of impacts to wildlife or waterbodies.
20153168,2015-11-30,2015-11-30,Wolf Coulee Resources Inc.,Enchant (9 km NE),Facility,Crude Oil,2&nbsp;m3,No emergency phase.,Company reported a release of approximately 2M3 of crude oil from a storage tank on lease. The secondary containment was breached and the product escpaed approximately 30 meters onto the lease. Product was cointained and clean up was initiated immediately. No reported impacts to any waterbody or wildlife.
20151674,2015-06-22,2015-06-22,Direct Energy Marketing Limited,Medicine Hat (40 km NE),Pipeline,Gas Production (Raw),0.1 or less &times;&nbsp;103&nbsp;m3,No emergency phase.,"Release of sweet/dry natural gas from a pipeline. No associated liquids, and less than 1&nbsp;&times;&nbsp;103&nbsp;m3 of gas was released. No impacts to wildlife or waterbodies were reported."
20151777,2015-07-03,2015-07-03,The Locke Stock &amp; Barrel Company Ltd.,Longview (6 km NE),Pipeline,H2S,0.1 or less m3,No emergency phase.,Pipeline failure during abandonment operations. Residual H2S was released to air. No public impact and no workers were impacted.
20151776,2015-07-03,2015-07-03,Encana Corporation,Strathmore (12 km E),Pipeline,Gas Prod&rsquo;n (Mrktble),0.1 or less &times;&nbsp;103&nbsp;m3,No emergency phase.,Pipeline failure resulted in gas bubbling in a farmers field. Land owner notified. Line has been shut in and depressured. No impacts to wildlife or waterbodies reported.
20161264,2016-05-05,2016-05-05,Apache Canada Ltd.,Coronation (11 km S),Pipeline,Gas Production (Raw),0.5 &times;&nbsp;103&nbsp;m3,No emergency phase.,Release was indicated by staining in the right of way. Clean up is underway. No impacts wildlife or waterbodies reported.
20171192,2017-04-12,2017-04-12,Canadian Natural Resources Limited,Taber (33 km NE),Pipeline,Crude Oil and Salt/Produced Water,0.1 or less m3 and 0.4 m3 respectively,No emergency phase,Release of emulsion occurred from a pipeline. Clean up is underway. No reported impacts to wildlife or water bodies.
20171195,2017-04-12,2017-04-12,Cenovus FCCL Ltd.,Conklin (17 km SE),Pipeline,Crude Oil,15 m3,No emergency phase,Release occurred due to an equipment issue. The pipeline has been isolated and clean up is underway. No reported impacts to wildlife or water bodies.
20153368,2015-12-26,2015-12-26,Apache Canada Ltd.,Swan Hills (30 km N),Pipeline,Crude Oil and Salt/Produced Water,5 m3 and 10 m3 respectively,No emergency phase.,A pipeline failure during pigging operations resulted in the release of emulsion. The fluids remained in the pipeline right of way. Fluids have been contained and the company is in the process of cleanup. No reported impacts to any water body or wildlife.
20150315,2015-01-29,2015-01-29,NAL Resources Limited,Bentley (6 km W),Well,Condensate,12 m3,No emergency phase.,"Approximately 12&nbsp;m3 of condensate was released from a tank. the majority of the release remained on site, with a small portion travelling offsite. The release has been contained, and cleanup is underway. The release is suspected to be caused by vandalism, as the hatch on the tank was lifted and the valve was opened. RCMP has been notified. AER Inspector responded to the site on January 29, 2015. No impact to any water body or wildlife were reported."
20182304,2018-07-14,2018-07-14,Predator Oil Ltd.,Red Earth Creek (80 km NE),Pipeline,Crude Oil and Salt/Produced Water,1 m3 and 4 m3 respectively,Emergency phase over,"Release of emulsion from a pipeline. The pipleine has been isolated. A wetland has been impacted. Response activities are ongoing. There are no reported impacts to wildlife. This incident is related to incident 20182274. Emergency phase called down on July 30th, 2018."
20160219,2016-01-25,2016-01-26,TAQA North Ltd.,Carstairs (22 km NE),Pipeline,Produced Water,.5 m3,No emergency phase.,A pinhole leak in on site piping resulted in the release of slightly sour produced water. Line was isolated and fluids remained on lease. Company is in the process of cleaning up. No reported impacts to any water body or wildlife.
20161339,2016-05-17,2016-05-17,Petrus Resources Corp.,Grimshaw (21 km SW),Facility,Crude Oil and Salt/Produced Water,1 m3 and 3 m3 respectively,No emergency phase.,Company reported a spill of salt/produced water and crude oil from on lease piping. The spill remained on lease and has been contained and is being cleaned up. There is no reported impacts to wildlife or waterbodies.
20142430,2014-09-24,2014-09-24,EOG Resources Canada Inc.,Duchess (40 km NE),Pipeline,Gas Production (Raw),0.1 or less &times;&nbsp;103&nbsp;m3,No emergency phase.,Release of dry sweet gas due to a pipeline failure. Line has been isolated and shut in. No reported impacts to a waterbody or wildlife.
20160215,2016-01-25,2016-01-25,Canamax Energy Ltd.,Grande Prairie (8 km E),Well,Condensate and Gas Production (Raw),1 m3 and 2.2 &times;&nbsp;103&nbsp;m3 respectively,Emergency phase over.,A packing failure on a stuffing box resulted in the release of sour condensate and gas. Road blocks and air monitoring were put in place until release was stopped. Fluids remained on lease. Cleanup is underway. No reported impacts to any water body or wildlife. Emergency phase ended 01/25/2016
20153367,2015-12-24,2015-12-25,XTO Energy Canada ULC,Fox Creek (21 km S),Facility,Oily Sludge,0.1 or less m3,No emergency phase.,"Misting of crude from a flare stack carry over. Most of the fluids released were contained to the lease site, however some misted on top of snow off site. Company is in the process of cleaning up. No reported impacts to any water body or wildlife."
20142437,2014-09-26,2014-09-26,Twin Butte Energy Ltd.,Provost (8 km N),Pipeline,Salt/Produced Water,0.1 or less m3,No emergency phase.,Release of sour produced water due to a pipeline failure. Clean up is underway and no reported impacts to a waterbody or wildlife.
20143410,2014-12-19,2014-12-19,Enerplus Corporation,Brooks (5 km E),Facility,Crude Oil,1 m3,No emergency phase.,Release of crude oil due to operator error causing carry over to flare stack. Release misted off site into a field. Flare system has been shut in and clean up underway. No reported impacts to waterbodies or wildlife.
20143414,2014-12-19,2014-12-19,Canadian Natural Resources Limited,Ralston (30 km N),Facility,Crude Oil,1.5 m3,No emergency phase.,Release of crude oil due to an overflowing treater with a failed high level shutdown. Overflow went to flare and misted off lease into field. Treater has been isolated and clean up is underway. No reported impacts to waterbodies or wildlife.
20151375,2015-05-16,2015-05-16,Zargon Oil &amp; Gas Ltd.,Enchant (5 km N),Pipeline,Process Water,0.1 or less m3,No emergency phase.,Release of salt/produced water due to a pipeline failure. The pipeline shut in automatically due to the pressure drop from the failure. Small volume released off site. No reported impacts to wildlife or waterbodies
20151374,2015-05-17,2015-05-17,Cenovus Energy Inc.,Wabasca (50 km NE),Pipeline,Salt/Produced Water,60 m3,No emergency phase.,Release of salt/produced water due to a pipeline failure. Line has been shut in and depressurized. A small waterbody was impacted and cleanup is underway. No reported impacts to wildlife.
20170185,2017-01-15,2017-01-15,Harvest Operations Corp.,Medicine Hat (44 km NW),Facility,Crude Oil and Salt/Produced Water,0.5 m3 and 40 m3 respectively,No emergency phase.,An emulsion release was reported due to a failed gasket. Clean up of free fluids is underway. No reported impacts to wildlife or waterbodies.
20151379,2015-05-18,2015-05-18,Penn West Petroleum Ltd.,Rocky Mountain House (30 km NW),Facility,Crude Oil,11 m3,No emergency phase.,"Release of crude oil, due to a valve failure on the surface piping going to the production tank. The release did migrate off lease. No reported impact to any waterbody or wildlife."
